profile_id,user_id,time_window_days,model,profile_type,profile_text
user_000002/90d/gemini/user_facing,user_000002,90,gemini-2.0-flash,user_facing,"This user enjoys a mix of indie and rock music, with a particular interest in female vocalists and singer-songwriters. They have also listened to jazz, folk, and German indie artists. There's a possible interest in music from the United Kingdom, Canada, and the United States."
user_000002/90d/gemini/rec_optimized,user_000002,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, rock, female vocalists, singer-songwriter, jazz, folk, german, british, alternative, indie pop, indie rock, acoustic, blues, swing, Hamburger Schule, Canadian, punk, ska, twilight
QUERIES:
1) Indie rock with female vocalists similar to Tegan and Sara or Sophie Milman
2) German indie rock bands like Tomte, Tocotronic, and Kettcar
3) Acoustic songs by singer-songwriters from Germany
4) Jazz featuring female vocals similar to Ella Fitzgerald
5) Folk and indie songs similar to Bright Eyes and Sufjan Stevens"
user_000002/180d/gemini/user_facing,user_000002,180,gemini-2.0-flash,user_facing,"This user enjoys a mix of indie, rock, and folk music, with a preference for singer-songwriters and female vocalists. They have listened to artists like Robert Pattinson, Tegan and Sara, and Bob Dylan. The user also shows an interest in jazz and music from British and Canadian artists."
user_000002/180d/gemini/rec_optimized,user_000002,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, rock, folk, singer-songwriter, female vocalists, jazz, british, Canadian, indie rock, alternative, classic rock, acoustic, blues, swing, 60s, German, ska, punk, album rock

QUERIES:
1) Indie rock similar to Bright Eyes, Kings of Leon, and The Kooks
2) Folk and singer-songwriter music like Bob Dylan and Devendra Banhart
3) Jazz featuring female vocalists similar to Ella Fitzgerald and Sophie Milman
4) Alternative rock from British bands such as Muse and The Beatles
5) Acoustic music from singer-songwriters, possibly similar to Robert Pattinson"
user_000002/365d/gemini/user_facing,user_000002,365,gemini-2.0-flash,user_facing,"This user enjoys a variety of music, with a focus on indie, folk, and rock. They seem to like singer-songwriters and female vocalists, as well as music with British and German origins. The user has also listened to jazz and classic rock selections."
user_000002/365d/gemini/rec_optimized,user_000002,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, folk, rock, singer-songwriter, female vocalists, british, german, jazz, classic rock, indie rock, alternative, acoustic, Canadian, blues, swing, ska, punk
QUERIES:
1) Find similar music to Tegan and Sara, Bright Eyes, and Sufjan Stevens
2) Discover more indie and alternative rock from British artists
3) Play acoustic songs similar to Robert Pattinson's ""Never Think""
4) Suggest jazz tracks with female vocalists like Ella Fitzgerald and Sophie Milman
5) Recommend folk and singer-songwriter music with a classic rock influence"
user_000003/30d/gemini/user_facing,user_000003,30,gemini-2.0-flash,user_facing,"The user has listened to a mix of classic rock, hip-hop, and alternative music. There's a strong presence of rock music from the United Kingdom, including classic rock bands like The Who and The Rolling Stones. The user also enjoys some indie and electronic music."
user_000003/30d/gemini/rec_optimized,user_000003,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: classic rock, rock, hip-hop, United Kingdom, indie, electronic, The Who, Kanye West, British, 60s, rap, indie pop, The Doors, acoustic, house, alternative, reggae, heavy metal, Black Sabbath

QUERIES:
1) Similar artists to The Who and The Rolling Stones from the United Kingdom
2) Recommend more classic rock tracks with a 60s or British sound
3) Find more indie and alternative rock music similar to Beulah and Say Anything
4) Suggest hip-hop artists similar to Kanye West and The Black Eyed Peas
5) Discover more acoustic and singer-songwriter tracks like Jack Johnson"
user_000003/90d/gemini/user_facing,user_000003,90,gemini-2.0-flash,user_facing,"The user enjoys a variety of rock music, including classic rock from artists like The Who and The Doors, as well as alternative rock and indie rock. They also listen to hip-hop and electronic music. Tracks from The White Stripes, Kanye West, and The Black Eyed Peas are also in the user's listening history."
user_000003/90d/gemini/rec_optimized,user_000003,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: rock, alternative rock, indie rock, classic rock, hip-hop, electronic, british, 60s, 90s, punk rock, house, dance, techno, United Kingdom, United States, alternative
QUERIES:
1) Find more classic rock songs from the United Kingdom similar to The Who
2) Show more alternative rock music similar to The White Stripes and AFI
3) Find more hip-hop tracks similar to Kanye West and The Black Eyed Peas
4) Discover more indie rock music similar to Beulah and Say Anything
5) Suggest more electronic and house music similar to Benassi Bros. and Daft Punk"
user_000003/180d/gemini/user_facing,user_000003,180,gemini-2.0-flash,user_facing,"This user enjoys a mix of rock music, with a focus on classic rock and alternative subgenres. They also listened to emo, punk rock, britpop, hip-hop, and electronic music. The user seems to enjoy music from both the United States and the United Kingdom, along with some other European countries such as France and Italy."
user_000003/180d/gemini/rec_optimized,user_000003,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: rock, alternative rock, classic rock, punk rock, emo, britpop, indie, 60s, 70s, 90s, United Kingdom, United States, electronic, house, dance
QUERIES:
1) Find more classic rock tracks from the United Kingdom similar to The Who
2) Play alternative rock and punk rock songs from United States artists
3) Suggest British britpop songs like Oasis with a 90s sound
4) Recommend similar artists to Taking Back Sunday and The Used (emo)
5) Find alternative or indie rock from the United States similar to Say Anything"
user_000003/365d/gemini/user_facing,user_000003,365,gemini-2.0-flash,user_facing,"The user enjoys a mix of rock music, with a strong preference for classic rock and alternative subgenres. Bands like The Who, The White Stripes, and Unwritten Law are favored. There is also some interest in emo, punk rock, hip-hop, and electronic music."
user_000003/365d/gemini/rec_optimized,user_000003,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: rock, classic rock, alternative rock, alternative, punk rock, emo, indie, hip-hop, electronic, british, 60s, United Kingdom, United States, The Who, The White Stripes
QUERIES:
1) Find more classic rock like The Who and The Doors.
2) I like alternative and punk rock bands like The White Stripes and Unwritten Law.
3) Suggest more emo bands similar to Taking Back Sunday and The Used.
4) Find more British rock bands from the 60s and 70s.
5) Suggest more rock music from the United States."
user_000004/30d/gemini/user_facing,user_000004,30,gemini-2.0-flash,user_facing,"The user enjoys indie music with a focus on female vocalists and alternative sounds. Many tracks lean toward indie rock, downtempo, and dream pop with singer-songwriter elements. There's also a consistent preference for music originating from the United States, Canada, and the United Kingdom."
user_000004/30d/gemini/rec_optimized,user_000004,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, indie rock, female vocalists, alternative, downtempo, dream pop, singer-songwriter, Canadian, United States, United Kingdom, chillout, electronic, indie pop, acoustic, irish, post-punk, experimental
QUERIES:
1) find indie rock songs with female vocalists similar to Denali
2) suggest downtempo tracks from Canadian artists like Husky Rescue
3) recommend alternative music with female vocalists from the United Kingdom
4) discover indie pop with singer-songwriter elements like Feist
5) explore dream pop from the United States with female vocals"
user_000004/90d/gemini/user_facing,user_000004,90,gemini-2.0-flash,user_facing,"The user frequently listens to indie and folk music, particularly tracks from the United States and the United Kingdom. Many of the songs are from the 2000s and feature both male and female vocalists. The user also seems to enjoy music with a singer-songwriter element and alternative vibes."
user_000004/90d/gemini/rec_optimized,user_000004,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, folk, singer-songwriter, United Kingdom, United States, female vocalists, male vocalists, alternative, british, indie pop, indie rock, acoustic, 2000s, 2008, britpop
QUERIES:
1) Indie and folk music from the United Kingdom and United States
2) Singer-songwriter music with male or female vocalists
3) British indie pop and indie rock from the 2000s
4) Alternative music with acoustic or singer-songwriter elements
5) Similar to Anni Rossi, Andy Yorke, and The Heart Strings"
user_000004/180d/gemini/user_facing,user_000004,180,gemini-2.0-flash,user_facing,"The user seems to enjoy indie music from the UK and United States, with a focus on artists from the late 2000s. They have also listened to folk, female vocalists, and singer-songwriter tracks. The user appears to have an appreciation for alternative and britpop music as well."
user_000004/180d/gemini/rec_optimized,user_000004,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, indie rock, UK, United Kingdom, United States, folk, female vocalists, singer-songwriter, alternative, britpop, 2000s, 2008, british, acoustic, electronic, indie pop, album, male vocalists

QUERIES:
1) Recommend indie music from the UK similar to Doves or Puressence.
2) Find more songs by female singer-songwriters in the indie genre.
3) Play more indie and folk music released around the year 2008.
4) Suggest acoustic tracks by male vocalists similar to Andy Yorke.
5) Find more songs from the UK with a blend of indie and electronic."
user_000004/365d/gemini/user_facing,user_000004,365,gemini-2.0-flash,user_facing,"The user seems to enjoy indie music, with a preference for tracks from the United Kingdom. They also like folk and singer-songwriter styles, particularly those with female vocalists. The user listens to a mix of album release years, ranging from 2002 to 2020."
user_000004/365d/gemini/rec_optimized,user_000004,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie, singer-songwriter, folk, United Kingdom, female vocalists, britpop, indie rock, alternative, acoustic, male vocalists, Anni Rossi, Andy Yorke, The Heart Strings, Puressence, Doves, Hamish Imlach, Eugene Mcguinness, Bat For Lashes, album release year, british

QUERIES:
1) Find similar music to Anni Rossi, Andy Yorke, and The Heart Strings.
2) Recommend indie or folk music from the United Kingdom with female vocalists.
3) Suggest more singer-songwriter tracks similar to Eugene Mcguinness and Bat For Lashes.
4) Find music from the UK indie rock or britpop scene.
5) Recommend British indie music released between 2000 and 2010."
user_000005/30d/gemini/user_facing,user_000005,30,gemini-2.0-flash,user_facing,"The user enjoys a mix of electronic music, rock, and some pop, with a strong preference for tracks with electronic elements. They have listened to artists like Loreena Mckennitt, Queen and Nirvana, but a large amount of the listening time is dedicated to electronic music with house and trance elements. There is also a fondness for female vocalists within both the Celtic and House genres."
user_000005/30d/gemini/rec_optimized,user_000005,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, house, trance, progressive house, rock, alternative, dance, female vocalists, celtic, chillout, techno, album release year, progressive trance, classic rock, 90s, club, ambient, french

QUERIES:
1) Find more electronic music similar to progressive house and trance
2) Recommend female vocalists in electronic or Celtic music genres
3) What are some popular house tracks with a dance beat?
4) Give me rock songs from the 1990s and early 2000s
5) I want to listen to songs similar to Loreena McKennitt's music"
user_000005/90d/gemini/user_facing,user_000005,90,gemini-2.0-flash,user_facing,"The user enjoys a mix of electronic music, rock, and some pop. They have listened to artists like Loreena Mckennitt, Dj Hype, and Madonna. They have also listened to various electronic subgenres, including house, techno, and drum and bass."
user_000005/90d/gemini/rec_optimized,user_000005,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, house, dance, rock, pop, female vocalists, techno, drum and bass, alternative rock, french, celtic, new age, 80s, classic rock, trance
QUERIES:
1) Find more electronic music similar to Air, Cassius, David Guetta, and Carl Cox
2) Suggest more tracks by Madonna, Loreena Mckennitt, and Queen
3) Recommend house music similar to Chocolate Puma and Armand Van Helden
4) Suggest music from the 80s, including female vocalists and pop
5) Find rock music similar to Red Hot Chili Peppers and R.E.M."
user_000005/180d/gemini/user_facing,user_000005,180,gemini-2.0-flash,user_facing,"This user enjoys a variety of genres from different countries. They have listened to several tracks in the electronic and house music space, but also enjoy some pop, hip-hop, rock, and celtic music. Artists include Madcon, Loreena McKennitt, Nina Simone, Queen, and Madonna."
user_000005/180d/gemini/rec_optimized,user_000005,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, house, dance, female vocalists, hip-hop, rap, rock, celtic, pop, techno, drum and bass, trance, french, club, rnb, norway, canada, united kingdom, united states

QUERIES:
1) Find similar music to Loreena McKennitt, focusing on celtic and folk music.
2) Discover new house music tracks and artists, with a focus on electronic elements.
3) Suggest songs similar to Madcon's ""Beggin"" that blend hip-hop and rnb.
4) Recommend electronic dance music with a focus on tracks from France.
5) Explore songs similar to Nina Simone that incorporate jazz, soul, and blues."
user_000005/365d/gemini/user_facing,user_000005,365,gemini-2.0-flash,user_facing,"The user enjoys a diverse range of music, including Hip-Hop, Celtic, Drum and Bass, Jazz and Pop. They have a strong preference for electronic music, particularly House and Techno, and appreciate both male and female vocalists. They also listen to rock music from different eras."
user_000005/365d/gemini/rec_optimized,user_000005,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: House, electronic, dance, hip-hop, drum and bass, techno, jazz, pop, female vocalists, Norway, Canada, UK, US, Madcon, Loreena Mckennitt, Dj Hype, Nina Simone, Madonna, Queen, Air, Carl Cox
QUERIES:
1) Find more house music with female vocals and a similar vibe to Madonna.
2) Recommend electronic music with a blend of techno and drum and bass influences.
3) Suggest similar artists to Nina Simone, blending jazz with soul and blues.
4) Discover more music from Norway and Canada in hip-hop and celtic genres.
5) Play some music from the UK and the US similar to Drum n Bass or House."
user_000008/30d/gemini/user_facing,user_000008,30,gemini-2.0-flash,user_facing,"The user enjoys a mix of hip-hop, alternative, and singer-songwriter music. Kanye West is a clear favorite, alongside other hip-hop artists like T.I. and Jay-Z. They also listen to alternative artists like Muse, Linkin Park, and Damien Rice."
user_000008/30d/gemini/rec_optimized,user_000008,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: Hip-Hop, rap, Kanye West, alternative, indie, singer-songwriter, rnb, United Kingdom, rock, acoustic, folk, ambient, instrumental, electronic, slovak, Jay-Z, Linkin Park

QUERIES:
1) Similar to Kanye West See You In My Nightmares
2) More hip-hop and rap from the United Kingdom
3) Find singer-songwriter music like Damien Rice
4) Recommend alternative rock similar to Muse and Linkin Park
5) Play more instrumental and ambient tracks like Clint Mansell"
user_000008/90d/gemini/user_facing,user_000008,90,gemini-2.0-flash,user_facing,"This user enjoys a mix of hip-hop, alternative rock, and instrumental music. They have a clear preference for Kanye West, with a high playcount for ""Say You Will."" Other favored artists include Clint Mansell, T.I., and The Fray, indicating a diverse taste within these genres."
user_000008/90d/gemini/rec_optimized,user_000008,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: Kanye West, Hip-Hop, rap, instrumental, Clint Mansell, T.I., alternative rock, The Fray, alternative, rock, symphonic metal, Apocalyptica, metal, United Kingdom, United States, piano rock, 2000s, ambient, electronic, alternative

QUERIES:
1) Similar instrumental tracks to Clint Mansell's ""Together We Will Live Forever""
2) More hip-hop songs like Kanye West's ""Say You Will"" released in 2021
3) Alternative rock songs similar to The Fray and Safetysuit from the late 2000s
4) Find more symphonic metal songs by Apocalyptica or similar Finnish artists
5) Play more alternative rock songs from UK and US artists with piano elements"
user_000008/180d/gemini/user_facing,user_000008,180,gemini-2.0-flash,user_facing,"The user enjoys a mix of hip-hop, alternative rock, and instrumental music. They have a strong preference for Kanye West and also listen to artists like T.I., The Fray, and Safetysuit. There is also interest in symphonic metal, singer-songwriters, and some pop music."
user_000008/180d/gemini/rec_optimized,user_000008,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: Hip-Hop, rap, alternative rock, rock, instrumental, alternative, Kanye West, T.I., Clint Mansell, The Fray, Safetysuit, symphonic metal, metal, singer-songwriter, acoustic, Damien Rice, United Kingdom, United States, Finland, piano rock, post-grunge, hard rock
QUERIES:
1) Find more hip-hop and rap tracks similar to Kanye West and T.I.
2) Suggest alternative rock songs similar to The Fray and Safetysuit.
3) Recommend instrumental music like Clint Mansell, ambient, and electronic.
4) Discover new symphonic metal tracks featuring vocals or similar instrumentals.
5) Play more acoustic and indie songs like Damien Rice and Jessy Greene."
user_000008/365d/gemini/user_facing,user_000008,365,gemini-2.0-flash,user_facing,"This user enjoys a mix of alternative rock, hip-hop, and instrumental music, particularly from the mid-2000s. They also seem to appreciate artists from the United Kingdom and music with both male and female vocals. The listening history includes both popular artists and some lesser-known tracks."
user_000008/365d/gemini/rec_optimized,user_000008,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: alternative rock, hip-hop, instrumental, United Kingdom, rock, rap, metal, acoustic, alternative, album 2006, album 2007, album 2008, piano rock, symphonic metal, indie, T.I., Kanye West, The Fray, Muse
QUERIES:
1) Play more alternative rock from the United Kingdom similar to Muse and The Fray.
2) Find instrumental music with an ambient or classical influence released between 2006-2010.
3) Suggest hip-hop tracks similar to Kanye West and T.I., potentially from the Dirty South.
4) Recommend acoustic songs by Damien Rice or other singer-songwriters from Ireland.
5) Discover more symphonic metal or instrumental metal from Finland released around 2008-2009."
user_000009/30d/gemini/user_facing,user_000009,30,gemini-2.0-flash,user_facing,"The user has been listening to a mix of rock and metal music, including subgenres like metalcore, industrial metal, and gothic rock. They also listened to some more mainstream rock and pop tracks. There is a preference for music from the United States and the United Kingdom."
user_000009/30d/gemini/rec_optimized,user_000009,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: metal, rock, metalcore, industrial metal, gothic rock, hardcore, emocore, United Kingdom, United States, alternative rock, hard rock, industrial, 2000s, symphonic black metal, post-hardcore, screamo, alternative
QUERIES:
1) Find more metal and rock tracks from the United States and the United Kingdom
2) Suggest similar music to Bullet For My Valentine and Marilyn Manson.
3) Recommend more metalcore and industrial metal bands.
4) Play more songs with a gothic rock or emocore influence.
5) Find new music from the 2000s in the metal and rock genres."
user_000009/90d/gemini/user_facing,user_000009,90,gemini-2.0-flash,user_facing,"The user enjoys a mix of rock and metal subgenres, including alternative rock, metalcore, and industrial metal. They also listened to various artists from the United States, as well as Finland, Germany, and the United Kingdom. The music spans from the early 1990s to the early 2020s."
user_000009/90d/gemini/rec_optimized,user_000009,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: alternative rock, metalcore, industrial metal, rock, metal, alternative, Anberlin, Bullet For My Valentine, Oomph!, HIM, Coheed And Cambria, Dead Poetic, Marilyn Manson, The Birthday Massacre, United States, Finland, Germany, United Kingdom, gothic, emocore, industrial, hardcore

QUERIES:
1) alternative rock similar to Anberlin and Coheed and Cambria
2) find industrial metal bands like Oomph! and Marilyn Manson
3) suggest metalcore artists similar to Bullet For My Valentine
4) music with gothic rock and industrial elements similar to HIM
5) more music from the United States, Finland, Germany, and UK"
user_000009/180d/gemini/user_facing,user_000009,180,gemini-2.0-flash,user_facing,"This user enjoys a mix of rock and metal music with a focus on alternative subgenres. They have a strong preference for music from the United States and also listen to industrial music from various countries. The listening history includes bands like Anberlin, Coheed and Cambria, and Bullet For My Valentine."
user_000009/180d/gemini/rec_optimized,user_000009,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: alternative rock, rock, metalcore, metal, industrial metal, industrial, alternative, United States, Anberlin, Coheed and Cambria, Bullet For My Valentine, HIM, Oomph!, Dead Poetic, Marilyn Manson, The Birthday Massacre, Cartel, emo, post-hardcore, gothic rock, love metal

QUERIES:
1) Alternative rock bands similar to Anberlin and Coheed and Cambria
2) Metalcore and post-hardcore bands like Bullet For My Valentine and Dead Poetic
3) Find more industrial metal music from bands similar to Oomph!
4) Recommend alternative rock music from the United States
5) Suggest gothic rock and love metal artists like HIM and The Birthday Massacre"
user_000009/365d/gemini/user_facing,user_000009,365,gemini-2.0-flash,user_facing,"The user has listened to a variety of rock and metal music, with a strong preference for alternative rock, industrial, and metalcore. They seem to enjoy music with elements of emo and gothic rock, as well as some pop punk influences. The user has been listening to music from various countries including the United States, Finland, Germany, and the United Kingdom."
user_000009/365d/gemini/rec_optimized,user_000009,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: alternative rock, rock, metalcore, industrial, metal, emo, gothic rock, post-hardcore, punk rock, alternative, united states, united kingdom, industrial metal, emocore, screamo, pop punk, finnish, alternative metal, industrial rock, electronic
QUERIES:
1) Find similar music to Anberlin, Coheed And Cambria, and Bullet For My Valentine
2) Recommend music in the alternative rock, metalcore, and industrial genres
3) Suggest music with emo, gothic rock, or post-hardcore influences
4) Discover new bands similar to Oomph!, Marilyn Manson, and The Birthday Massacre
5) Find alternative rock, industrial metal, and gothic rock bands from the United States"
user_000012/30d/gemini/user_facing,user_000012,30,gemini-2.0-flash,user_facing,"The user enjoys a mix of indie rock and electronic music, with a strong emphasis on tracks from the United Kingdom and the United States. They also appear to appreciate experimental and psychedelic sounds, as well as music with synthpop and electro influences. The user listens to music from various decades, ranging from the 1970s to the 2000s."
user_000012/30d/gemini/rec_optimized,user_000012,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: indie rock, electronic, United Kingdom, United States, experimental, synthpop, electro, indie, album release year, 2000s, 1980s, alternative, psychedelic, german, canadian, australian
QUERIES:
1) Give me more music similar to Marmoset and Animal Collective.
2) Find more electronic music from United Kingdom artists.
3) Suggest music from the 2000s that is similar to Cut Copy.
4) Find artists who combine electronic elements with indie rock music.
5) Find more music that blends experimental sounds and electronic genres."
user_000012/90d/gemini/user_facing,user_000012,90,gemini-2.0-flash,user_facing,"This user enjoys a mix of electronic and indie music, with a particular interest in pop-infused electronica, sometimes referred to as ""poptron"". They have also listened to tracks featuring elements of hip-hop and experimental sounds.  The user seems to enjoy danceable rhythms, indie pop and artists from the United States, Canada, Australia, and Europe."
user_000012/90d/gemini/rec_optimized,user_000012,90,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, indie, pop, poptron, dance, hip-hop, experimental, alternative, electro, instrumental hip-hop, psychedelic, russian pop, chillout, australian, norwegian, french, synthpop, canadian, Marmoset, Flying Lotus, Rֳ¶yksopp, Daft Punk, Phoenix, Mstrkrft, Cut Copy, The Presets

QUERIES:
1) Similar to Daft Punk but more indie
2) Find more electronic music with a pop sensibility
3) Recommend more tracks like Parisian Goldfish by Flying Lotus
4) Discover other songs with a catchy french indie vibe
5) Suggest chillout music with electronic and norwegian elements"
user_000012/180d/gemini/user_facing,user_000012,180,gemini-2.0-flash,user_facing,"The user has been listening to a mix of electronic, indie, and pop music, with a focus on tracks from the late 90s to late 2000s. They enjoy artists like Reflex, Flying Lotus, Daft Punk, and Rֳ¶yksopp. There's also some representation of Australian artists and some experimental and instrumental hip-hop present in their listening history."
user_000012/180d/gemini/rec_optimized,user_000012,180,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, indie, pop, russian pop, dance, psychedelic, instrumental hip-hop, experimental, post-punk, chillout, norwegian, poptron, house, french, alternative rock, electro
QUERIES:
1) Find more electronic music similar to Daft Punk and Rֳ¶yksopp
2) I'm looking for more indie and alternative music from the 2000s
3) Suggest more instrumental hip-hop in the style of Flying Lotus and J Dilla
4) Find more Russian pop music similar to Reflex and other eastern european dance
5) Suggest indie rock songs with psychedelic elements, similar to Marmoset"
user_000012/365d/gemini/user_facing,user_000012,365,gemini-2.0-flash,user_facing,"This user enjoys a variety of music, with a strong preference for electronic and pop-infused sounds. They also listen to indie rock, hip-hop, and some experimental music. The listening history includes music from diverse origins, including the United States, United Kingdom, Australia, and Europe."
user_000012/365d/gemini/rec_optimized,user_000012,365,gemini-2.0-flash,rec_optimized,"KEYWORDS: electronic, poptron, indie, Hip-Hop, experimental, dance, alternative, rock, Russian pop, psychedelic, instrumental hip-hop, post-punk, chillout, house, french
QUERIES:
1) Play similar to Daft Punk and Phoenix with electronic and pop influences.
2) Find more indie rock like Marmoset and Sonic Youth.
3) Play more instrumental hip-hop similar to Flying Lotus and J Dilla.
4) Suggest more electronic tracks from artists like Rֳ¶yksopp and The Presets.
5) Find more alternative rock music from the 90s like Nirvana and Foo Fighters."
user_000015/30d/gemini/user_facing,user_000015,30,gemini-2.0-flash,user_facing,"The user has listened to a variety of music, with a strong preference for industrial, EBM, and dark electro. There's also considerable listening time dedicated to rock, alternative, and metal music. The user has demonstrated interest in music released around the late 2000s and early 2000s."
user_000015/30d/gemini/rec_optimized,user_000015,30,gemini-2.0-flash,rec_optimized,"KEYWORDS: industrial, ebm, dark electro, electronic, metal, rock, alternative rock, alternative, industrial metal, 2000s, 2009, german, dance, hard rock, classic rock, heavy metal, indie, pop, System of a Down, aggrotech, martial industrial, neoclassical, martial, spanish, latin

QUERIES:
1) Find more industrial music similar to Combichrist and Marilyn Manson.
2) Suggest dark electro and EBM artists like Dym and Reaper.
3) Recommend more alternative rock songs from the 1990s and 2000s.
4) Find songs similar to Rammstein but not necessarily industrial metal.
5) Suggest more music in the martial industrial and neoclassical genres."
